Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Fasta.headers	Number.of.proteins	Peptides	Razor...unique.peptides	Unique.peptides	Peptides.621_1O2	Peptides.621_1O3	Peptides.621_1O4	Peptides.621_C3	Peptides.815_03_O1	Peptides.815_03_O2	Peptides.815_03_O5	Peptides.815_1_O6	Peptides.815_C_O4	Peptides.815_C_O5	Peptides.819_OOMP2_black_3_O4	Peptides.819_OOMP2_black_3_O5	Peptides.819_OOMP2_black_C_O4	Peptides.819_OOMP2_black_C_O5	Peptides.819_OOMP2_blue_1_only5	Razor...unique.peptides.621_1O2	Razor...unique.peptides.621_1O3	Razor...unique.peptides.621_1O4	Razor...unique.peptides.621_C3	Razor...unique.peptides.815_03_O1	Razor...unique.peptides.815_03_O2	Razor...unique.peptides.815_03_O5	Razor...unique.peptides.815_1_O6	Razor...unique.peptides.815_C_O4	Razor...unique.peptides.815_C_O5	Razor...unique.peptides.819_OOMP2_black_3_O4	Razor...unique.peptides.819_OOMP2_black_3_O5	Razor...unique.peptides.819_OOMP2_black_C_O4	Razor...unique.peptides.819_OOMP2_black_C_O5	Razor...unique.peptides.819_OOMP2_blue_1_only5	Unique.peptides.621_1O2	Unique.peptides.621_1O3	Unique.peptides.621_1O4	Unique.peptides.621_C3	Unique.peptides.815_03_O1	Unique.peptides.815_03_O2	Unique.peptides.815_03_O5	Unique.peptides.815_1_O6	Unique.peptides.815_C_O4	Unique.peptides.815_C_O5	Unique.peptides.819_OOMP2_black_3_O4	Unique.peptides.819_OOMP2_black_3_O5	Unique.peptides.819_OOMP2_black_C_O4	Unique.peptides.819_OOMP2_black_C_O5	Unique.peptides.819_OOMP2_blue_1_only5	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Sequence.length	Sequence.lengths	Q.value	Score	Identification.type.621_1O2	Identification.type.621_1O3	Identification.type.621_1O4	Identification.type.621_C3	Identification.type.815_03_O1	Identification.type.815_03_O2	Identification.type.815_03_O5	Identification.type.815_1_O6	Identification.type.815_C_O4	Identification.type.815_C_O5	Identification.type.819_OOMP2_black_3_O4	Identification.type.819_OOMP2_black_3_O5	Identification.type.819_OOMP2_black_C_O4	Identification.type.819_OOMP2_black_C_O5	Identification.type.819_OOMP2_blue_1_only5	Sequence.coverage.621_1O2....	Sequence.coverage.621_1O3....	Sequence.coverage.621_1O4....	Sequence.coverage.621_C3....	Sequence.coverage.815_03_O1....	Sequence.coverage.815_03_O2....	Sequence.coverage.815_03_O5....	Sequence.coverage.815_1_O6....	Sequence.coverage.815_C_O4....	Sequence.coverage.815_C_O5....	Sequence.coverage.819_OOMP2_black_3_O4....	Sequence.coverage.819_OOMP2_black_3_O5....	Sequence.coverage.819_OOMP2_black_C_O4....	Sequence.coverage.819_OOMP2_black_C_O5....	Sequence.coverage.819_OOMP2_blue_1_only5....	Intensity	Intensity.621_1O2	Intensity.621_1O3	Intensity.621_1O4	Intensity.621_C3	Intensity.815_03_O1	Intensity.815_03_O2	Intensity.815_03_O5	Intensity.815_1_O6	Intensity.815_C_O4	Intensity.815_C_O5	Intensity.819_OOMP2_black_3_O4	Intensity.819_OOMP2_black_3_O5	Intensity.819_OOMP2_black_C_O4	Intensity.819_OOMP2_black_C_O5	Intensity.819_OOMP2_blue_1_only5	LFQ.intensity.621_1O2	LFQ.intensity.621_1O3	LFQ.intensity.621_1O4	LFQ.intensity.621_C3	LFQ.intensity.815_03_O1	LFQ.intensity.815_03_O2	LFQ.intensity.815_03_O5	LFQ.intensity.815_1_O6	LFQ.intensity.815_C_O4	LFQ.intensity.815_C_O5	LFQ.intensity.819_OOMP2_black_3_O4	LFQ.intensity.819_OOMP2_black_3_O5	LFQ.intensity.819_OOMP2_black_C_O4	LFQ.intensity.819_OOMP2_black_C_O5	LFQ.intensity.819_OOMP2_blue_1_only5	MS.MS.count.621_1O2	MS.MS.count.621_1O3	MS.MS.count.621_1O4	MS.MS.count.621_C3	MS.MS.count.815_03_O1	MS.MS.count.815_03_O2	MS.MS.count.815_03_O5	MS.MS.count.815_1_O6	MS.MS.count.815_C_O4	MS.MS.count.815_C_O5	MS.MS.count.819_OOMP2_black_3_O4	MS.MS.count.819_OOMP2_black_3_O5	MS.MS.count.819_OOMP2_black_C_O4	MS.MS.count.819_OOMP2_black_C_O5	MS.MS.count.819_OOMP2_blue_1_only5	MS.MS.count	Only.identified.by.site	Reverse	Potential.contaminant	id	Peptide.IDs	Peptide.is.razor	Mod..peptide.IDs	Evidence.IDs	MS.MS.IDs	Best.MS.MS	Oxidation..M..site.IDs	Oxidation..M..site.positions
A8YXZ2;A0A3Q1MRQ2;A0A3Q1ME55	A8YXZ2;A0A3Q1MRQ2;A0A3Q1ME55	2;2;2	2;2;2	1;1;1	tr|A8YXZ2|A8YXZ2_BOVIN C8G protein OS=Bos taurus OX=9913 GN=C8G PE=2 SV=1;tr|A0A3Q1MRQ2|A0A3Q1MRQ2_BOVIN Complement C8 gamma chain OS=Bos taurus OX=9913 GN=C8G PE=3 SV=1;tr|A0A3Q1ME55|A0A3Q1ME55_BOVIN Complement C8 gamma chain OS=Bos taurus OX=9913 GN=C8G 	3	2	2	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	9.3	9.3	4.6	25.288	237	237;387;481	0.0010065	1.8515	By MS/MS	By MS/MS		By MS/MS				By MS/MS		By MS/MS						4.6	4.6	0	4.6	0	0	0	4.6	0	4.6	0	0	0	0	0	19645000	0	9806500	0	0	0	0	0	6082300	0	3756500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4740600	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	5				466	11192;11611	True;True	11400;11823	88615;88616;88617;88618;91801	90644;90645;90646;90647;94022	90646;94022		
B0JYL6;A0A3S5ZPJ6;E1BPP7;A0A3Q1ME65;Q05FF2	B0JYL6;A0A3S5ZPJ6;E1BPP7;A0A3Q1ME65;Q05FF2	5;5;5;5;4	5;5;5;5;4	5;5;5;5;4	tr|B0JYL6|B0JYL6_BOVIN Signal transducer and activator of transcription OS=Bos taurus OX=9913 GN=STAT1 PE=1 SV=1;tr|A0A3S5ZPJ6|A0A3S5ZPJ6_BOVIN Signal transducer and activator of transcription OS=Bos taurus OX=9913 GN=STAT1 PE=3 SV=1;tr|E1BPP7|E1BPP7_BOVIN	5	5	5	5	0	2	0	1	1	0	0	0	1	0	1	1	2	3	1	0	2	0	1	1	0	0	0	1	0	1	1	2	3	1	0	2	0	1	1	0	0	0	1	0	1	1	2	3	1	8.7	8.7	8.7	86.929	747	747;749;795;817;712	0	8.9549		By MS/MS		By MS/MS	By MS/MS				By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	3.1	0	1.7	1.7	0	0	0	1.6	0	1.7	1.7	3.5	5.6	1.7	30993000	0	3385100	0	0	6534600	0	0	0	4273900	0	0	0	12526000	4273400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7307400	0	0	2	0	1	1	0	0	0	1	0	1	1	1	3	1	12				467	3462;6853;7240;14147;15942	True;True;True;True;True	3511;6951;7343;14406;16237	27059;27060;53057;55651;112687;127675;127676;127677;127678;127679;127680;127681;127682	27715;27716;54275;56797;115080;130781;130782;130783;130784;130785;130786;130787;130788	27716;54275;56797;115080;130785		
P61283;A0A3Q1ME94	P61283;A0A3Q1ME94	6;6	6;6	6;6	sp|P61283|BAF_BOVIN Barrier-to-autointegration factor OS=Bos taurus OX=9913 GN=BANF1 PE=3 SV=1;tr|A0A3Q1ME94|A0A3Q1ME94_BOVIN Barrier-to-autointegration factor OS=Bos taurus OX=9913 GN=BANF1 PE=1 SV=1	2	6	6	6	2	5	2	2	2	1	0	0	1	1	4	4	4	2	3	2	5	2	2	2	1	0	0	1	1	4	4	4	2	3	2	5	2	2	2	1	0	0	1	1	4	4	4	2	3	70.8	70.8	70.8	10.058	89	89;125	0	71.278	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS			By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39.3	70.8	25.8	39.3	19.1	15.7	0	0	15.7	19.1	58.4	58.4	58.4	25.8	29.2	1073600000	72835000	143880000	20587000	51228000	82843000	0	0	0	0	21108000	179540000	147260000	130690000	27343000	196240000	128260000	66841000	44766000	104160000	83170000	0	0	0	0	0	167040000	118660000	78124000	85298000	207770000	3	9	2	4	2	1	0	0	1	0	6	5	3	3	4	43				468	2381;5809;7167;7439;11734;11735	True;True;True;True;True;True	2418;5884;7269;7543;11950;11951	18142;18143;18144;18145;18146;18147;18148;18149;18150;18151;45265;45266;45267;45268;45269;45270;45271;45272;45273;55209;56901;56902;56903;56904;56905;56906;56907;56908;56909;56910;56911;56912;56913;56914;56915;56916;92683;92684;92685;92686;92687;92688;92689;92690;92691;92692	18925;18926;18927;18928;18929;18930;18931;18932;18933;18934;18935;46491;46492;46493;46494;46495;46496;46497;46498;46499;46500;46501;46502;46503;56371;58003;58004;58005;58006;58007;58008;58009;58010;58011;58012;94948;94949;94950;94951;94952;94953;94954;94955;94956	18931;46498;56371;58009;94948;94952		
A0A3Q1MEA6;A5PJR9	A0A3Q1MEA6;A5PJR9	4;4	4;4	4;4	tr|A0A3Q1MEA6|A0A3Q1MEA6_BOVIN G protein nucleolar 1 (putative) OS=Bos taurus OX=9913 GN=GNL1 PE=4 SV=1;tr|A5PJR9|A5PJR9_BOVIN G protein nucleolar 1 (putative) OS=Bos taurus OX=9913 GN=GNL1 PE=2 SV=1	2	4	4	4	2	4	1	2	1	0	1	2	2	1	1	1	1	1	0	2	4	1	2	1	0	1	2	2	1	1	1	1	1	0	2	4	1	2	1	0	1	2	2	1	1	1	1	1	0	5.9	5.9	5.9	66.956	592	592;607	0	12.632	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching		2.2	5.9	2	2.2	2	0	2	2.2	2.2	2	2	2	2	2	0	104880000	16197000	34584000	10051000	15890000	3546000	0	0	3767500	9388200	3567700	2626700	2657500	0	2600100	0	17941000	16255000	0	14168000	0	0	0	5961700	7846600	0	0	0	0	0	0	2	4	1	3	1	0	1	0	2	0	0	0	1	0	0	15				469	1051;8395;8955;12118	True;True;True;True	1060;8512;9081;12338	7722;65941;70970;70971;70972;70973;70974;70975;70976;70977;70978;70979;70980;70981;70982;70983;96570;96571;96572;96573;96574;96575	8102;67455;72751;72752;72753;72754;72755;72756;72757;72758;72759;72760;98538;98539;98540;98541	8102;67455;72754;98539		
A0A3Q1MEC5;A7YW33	A0A3Q1MEC5;A7YW33	3;3	3;3	3;3	tr|A0A3Q1MEC5|A0A3Q1MEC5_BOVIN DNA polymerase delta interacting protein 3 OS=Bos taurus OX=9913 GN=POLDIP3 PE=4 SV=1;tr|A7YW33|A7YW33_BOVIN DNA polymerase delta interacting protein 3 OS=Bos taurus OX=9913 GN=POLDIP3 PE=2 SV=1	2	3	3	3	2	3	0	0	1	0	0	0	1	0	0	0	1	0	0	2	3	0	0	1	0	0	0	1	0	0	0	1	0	0	2	3	0	0	1	0	0	0	1	0	0	0	1	0	0	10.2	10.2	10.2	42.953	392	392;421	0	45.958	By MS/MS	By MS/MS			By MS/MS				By MS/MS				By MS/MS			6.4	10.2	0	0	3.6	0	0	0	3.6	0	0	0	3.6	0	0	38847000	11887000	21132000	0	0	5828400	0	0	0	0	0	0	0	0	0	0	11299000	10974000	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	1	0	0	0	1	0	0	8				470	8908;13550;13586	True;True;True	9034;13804;13840	70690;70691;107936;108112;108113;108114;108115;108116	72487;72488;110183;110351;110352;110353;110354;110355	72488;110183;110352		
A0A3Q1MEH0;Q56K11	A0A3Q1MEH0;Q56K11	4;4	4;4	4;4	tr|A0A3Q1MEH0|A0A3Q1MEH0_BOVIN Serglycin OS=Bos taurus OX=9913 GN=SRGN PE=4 SV=1;tr|Q56K11|Q56K11_BOVIN Proteoglycan 1-like OS=Bos taurus OX=9913 GN=SRGN PE=2 SV=1	2	4	4	4	0	3	0	1	2	1	2	2	0	1	1	1	1	1	1	0	3	0	1	2	1	2	2	0	1	1	1	1	1	1	0	3	0	1	2	1	2	2	0	1	1	1	1	1	1	39.4	39.4	39.4	15.929	142	142;150	0	71.011		By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	39.4	0	15.5	15.5	15.5	15.5	15.5	0	15.5	15.5	15.5	15.5	15.5	15.5	346830000	0	55851000	0	56589000	41737000	0	29959000	22099000	0	36238000	13144000	32516000	24332000	12530000	21836000	0	27452000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	1	1	1	2	0	2	1	1	2	1	0	21				471	697;698;7611;11048	True;True;True;True	700;701;7716;11252	5288;5289;58310;58311;58312;58313;58314;58315;58316;58317;58318;58319;58320;58321;58322;58323;58324;58325;58326;87451;87452;87453	5558;5559;5560;59447;59448;59449;59450;59451;59452;59453;59454;59455;59456;59457;59458;59459;59460;59461;59462;59463;59464;59465;89468	5558;5560;59450;89468		
A0A3Q1MEK5;A0JN52	A0A3Q1MEK5;A0JN52	5;5	5;5	5;5	tr|A0A3Q1MEK5|A0A3Q1MEK5_BOVIN Splicing factor 3B subunit 3 OS=Bos taurus OX=9913 GN=SF3B3 PE=4 SV=1;sp|A0JN52|SF3B3_BOVIN Splicing factor 3B subunit 3 OS=Bos taurus OX=9913 GN=SF3B3 PE=2 SV=1	2	5	5	5	1	2	0	3	2	0	0	0	0	0	0	0	1	1	0	1	2	0	3	2	0	0	0	0	0	0	0	1	1	0	1	2	0	3	2	0	0	0	0	0	0	0	1	1	0	4.6	4.6	4.6	133.71	1200	1200;1217	0	5.3582	By MS/MS	By MS/MS		By MS/MS	By MS/MS								By MS/MS	By MS/MS		1	2.2	0	3.4	1.9	0	0	0	0	0	0	0	1.2	1.2	0	11933000	0	6730600	0	0	0	0	0	0	0	0	0	0	5202200	0	0	0	3308200	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	2	0	0	0	0	0	0	0	1	1	0	10				472	4100;10514;10515;11062;14943	True;True;True;True;True	4154;10706;10707;11266;15218	31719;31720;31721;83656;83657;87544;87545;118633;118634;118635	32463;32464;32465;85636;85637;89549;89550;121258;121259;121260	32465;85636;85637;89550;121258		
A0A3Q1MEK7;Q2KIZ8;E1BH89	A0A3Q1MEK7;Q2KIZ8;E1BH89	3;3;3	3;3;3	3;3;3	tr|A0A3Q1MEK7|A0A3Q1MEK7_BOVIN DNA replication licensing factor MCM6 OS=Bos taurus OX=9913 GN=MCM6 PE=3 SV=1;sp|Q2KIZ8|MCM6_BOVIN DNA replication licensing factor MCM6 OS=Bos taurus OX=9913 GN=MCM6 PE=2 SV=1;tr|E1BH89|E1BH89_BOVIN DNA replication licensing	3	3	3	3	0	2	0	0	2	0	1	0	1	1	0	0	1	0	0	0	2	0	0	2	0	1	0	1	1	0	0	1	0	0	0	2	0	0	2	0	1	0	1	1	0	0	1	0	0	3	3	3	87.295	775	775;821;821	0	8.6566		By MS/MS			By MS/MS		By MS/MS		By MS/MS	By MS/MS			By MS/MS			0	1.9	0	0	2.3	0	1.3	0	1.9	1.3	0	0	1.9	0	0	15564000	0	12470000	0	0	3094900	0	0	0	0	0	0	0	0	0	0	0	6128900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	1	1	0	0	1	0	0	8				473	5864;6691;6692	True;True;True	5939;6788;6789	45622;51998;51999;52000;52001;52002;52003;52004	46852;53213;53214;53215;53216;53217;53218;53219	46852;53213;53217		
Q3ZCF3;A0A3Q1MEL2;A0A3Q1MM66;A0A3Q1LFT2	Q3ZCF3;A0A3Q1MEL2;A0A3Q1MM66;A0A3Q1LFT2	2;2;1;1	2;2;1;1	2;2;1;1	sp|Q3ZCF3|SKP1_BOVIN S-phase kinase-associated protein 1 OS=Bos taurus OX=9913 GN=SKP1 PE=2 SV=1;tr|A0A3Q1MEL2|A0A3Q1MEL2_BOVIN S-phase kinase-associated protein 1 OS=Bos taurus OX=9913 PE=3 SV=1;tr|A0A3Q1MM66|A0A3Q1MM66_BOVIN Skp1_POZ domain-containing pr	4	2	2	2	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	22.1	22.1	22.1	18.658	163	163;163;80;89	0	25.137		By MS/MS			By MS/MS		By MS/MS		By MS/MS				By matching			0	4.3	0	0	17.8	0	17.8	0	17.8	0	0	0	17.8	0	0	184840000	0	8858200	0	0	37930000	0	55592000	0	40941000	0	0	0	41522000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40506000	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	4				474	14607;14884	True;True	14876;15159	116052;116053;116054;116055;118087	118579;118580;118581;120729	118581;120729		
Q3SYW9;A0A452DJ60;A0A3Q1MEN6	Q3SYW9;A0A452DJ60;A0A3Q1MEN6	4;4;4	4;4;4	4;4;4	sp|Q3SYW9|CHTOP_BOVIN Chromatin target of PRMT1 protein OS=Bos taurus OX=9913 GN=CHTOP PE=2 SV=1;tr|A0A452DJ60|A0A452DJ60_BOVIN Chromatin target of PRMT1 protein OS=Bos taurus OX=9913 GN=CHTOP PE=4 SV=1;tr|A0A3Q1MEN6|A0A3Q1MEN6_BOVIN Chromatin target of PR	3	4	4	4	1	3	0	1	1	1	1	1	2	2	1	3	1	1	3	1	3	0	1	1	1	1	1	2	2	1	3	1	1	3	1	3	0	1	1	1	1	1	2	2	1	3	1	1	3	20.2	20.2	20.2	26.426	248	248;249;276	0	31.402	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.2	13.7	0	5.2	5.2	5.2	5.2	5.2	11.7	9.7	5.2	13.7	5.2	5.2	13.7	170630000	22326000	48869000	0	16062000	5737700	6728200	2386900	1138200	7382700	17392000	5144400	16177000	5556500	3783800	11949000	0	25633000	0	0	0	0	0	0	0	17878000	0	13923000	0	0	17297000	1	3	0	2	1	1	0	0	2	0	1	3	1	1	3	19				475	197;1626;7936;10666	True;True;True;True	197;1648;8046;10861	1225;1226;1227;1228;11925;11926;11927;11928;11929;11930;11931;11932;11933;11934;11935;11936;11937;11938;11939;61276;84603;84604;84605	1221;1222;1223;12439;12440;12441;12442;12443;12444;12445;12446;12447;12448;12449;12450;62605;86556;86557;86558	1223;12442;62605;86556		
Q3SZU0;A0A3Q1MEW9	Q3SZU0;A0A3Q1MEW9	6;6	6;6	6;6	sp|Q3SZU0|GTSF1_BOVIN Gametocyte-specific factor 1 OS=Bos taurus OX=9913 GN=GTSF1 PE=2 SV=1;tr|A0A3Q1MEW9|A0A3Q1MEW9_BOVIN Gametocyte-specific factor 1 OS=Bos taurus OX=9913 GN=GTSF1 PE=4 SV=1	2	6	6	6	0	5	1	2	2	0	2	1	4	3	1	1	2	1	2	0	5	1	2	2	0	2	1	4	3	1	1	2	1	2	0	5	1	2	2	0	2	1	4	3	1	1	2	1	2	49.1	49.1	49.1	19.146	167	167;167	0	11.274		By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	43.7	7.8	14.4	13.2	0	12	6.6	25.1	19.8	6.6	6.6	12	6.6	12	203390000	0	79240000	0	20121000	7394400	0	15221000	0	26750000	22315000	0	7573400	18294000	2949000	3529600	0	23848000	0	24687000	0	0	21710000	0	25306000	31553000	0	0	20665000	0	0	0	5	1	3	2	0	2	1	4	4	1	2	2	1	1	29				476	320;5808;7968;13148;13236;13355	True;True;True;True;True;True	320;5883;8078;13398;13487;13609	2211;45264;61509;61510;61511;61512;61513;61514;61515;104319;104320;104321;104322;104323;104324;104325;105557;106557;106558;106559;106560;106561;106562;106563;106564;106565;106566;106567;106568	2234;46490;62827;62828;62829;62830;62831;62832;62833;62834;106479;106480;106481;106482;106483;106484;106485;106486;107719;108754;108755;108756;108757;108758;108759;108760;108761;108762;108763;108764	2234;46490;62833;106484;107719;108761		
